Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Pseudomonas phage vB_PsP_Zapad, complete genome",PZ055576.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055576.1
"Pseudomonas phage vB_PsP_Vostok, complete genome",PZ055575.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055575.1
"Pseudomonas phage vB_PsP_Vostok, complete genome",PZ055575.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055575.1
"Pseudomonas phage vB_PsP_Vostok, complete genome",PZ055575.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055575.1
"Pseudomonas phage vB_PsP_Vostok, complete genome",PZ055575.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055575.1
"Pseudomonas phage vB_PsP_Jiug, complete genome",PZ055574.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055574.1
"Pseudomonas phage vB_PsP_Jiug, complete genome",PZ055574.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055574.1
"Pseudomonas phage vB_PsP_Jiug, complete genome",PZ055574.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055574.1
"Pseudomonas phage vB_PsP_Jiug, complete genome",PZ055574.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055574.1
"Pseudomonas phage vB_PsP_Sever, complete genome",PZ055573.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055573.1
"Pseudomonas phage vB_PsP_Sever, complete genome",PZ055573.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055573.1
"Pseudomonas phage vB_PsP_Sever, complete genome",PZ055573.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055573.1
"Pseudomonas phage vB_PsP_Sever, complete genome",PZ055573.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ055573.1
"Pseudomonas phage Y6096, complete genome",PZ043209.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ043209.1
"Pseudomonas phage Y6096, complete genome",PZ043209.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ043209.1
"Pseudomonas phage Y6096, complete genome",PZ043209.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ043209.1
"Pseudomonas phage Y6096, complete genome",PZ043209.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PZ043209.1
"Pseudomonas phage Junood_PK_2, complete genome",PX418926.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418926.1
"Pseudomonas phage Junood_PK_2, complete genome",PX418926.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418926.1
"Pseudomonas phage Junood_PK_2, complete genome",PX418926.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418926.1
"Pseudomonas phage Junood_PK_2, complete genome",PX418926.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418926.1
"Pseudomonas phage Junood_PK_1, complete genome",PX418925.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418925.1
"Pseudomonas phage Junood_PK_1, complete genome",PX418925.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418925.1
"Pseudomonas phage Junood_PK_1, complete genome",PX418925.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418925.1
"Pseudomonas phage Junood_PK_1, complete genome",PX418925.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX418925.1
"Pseudomonas phage Junood_PK4, complete genome",PX843006.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843006.1
"Pseudomonas phage Junood_PK4, complete genome",PX843006.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843006.1
"Pseudomonas phage Junood_PK4, complete genome",PX843006.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843006.1
"Pseudomonas phage Junood_PK4, complete genome",PX843006.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843006.1
"Pseudomonas phage Junood_PK3, complete genome",PX843004.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843004.1
"Pseudomonas phage Junood_PK3, complete genome",PX843004.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843004.1
"Pseudomonas phage Junood_PK3, complete genome",PX843004.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843004.1
"Pseudomonas phage Junood_PK3, complete genome",PX843004.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843004.1
"UNVERIFIED: Pseudomonas phage GX_PA_BBO1, complete genome",PX968319.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968319.1
"UNVERIFIED: Pseudomonas phage GX_PA_BBO1, complete genome",PX968319.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968319.1
"UNVERIFIED: Pseudomonas phage GX_PA_BBO1, complete genome",PX968319.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968319.1
"UNVERIFIED: Pseudomonas phage GX_PA_BBO1, complete genome",PX968319.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968319.1
"Pseudomonas phage ph3678, complete genome",PX968304.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968304.1
"Pseudomonas phage ph3678, complete genome",PX968304.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968304.1
"Pseudomonas phage ph3678, complete genome",PX968304.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968304.1
"Pseudomonas phage ph3678, complete genome",PX968304.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX968304.1
"UNVERIFIED: Pseudomonass phage ph1461, complete genome",PX946875.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946875.1
"UNVERIFIED: Pseudomonass phage ph1461, complete genome",PX946875.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946875.1
"UNVERIFIED: Pseudomonass phage ph1461, complete genome",PX946875.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946875.1
"UNVERIFIED: Pseudomonass phage ph1461, complete genome",PX946875.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946875.1
"UNVERIFIED: Pseudomonas phage ph9027, complete genome",PX946874.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946874.1
"UNVERIFIED: Pseudomonas phage ph9027, complete genome",PX946874.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946874.1
"UNVERIFIED: Pseudomonas phage ph9027, complete genome",PX946874.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946874.1
"UNVERIFIED: Pseudomonas phage ph9027, complete genome",PX946874.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX946874.1
"Pseudomonas phage vB_PaS_GZMU_PS12, complete genome",PX974238.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX974238.1
"Pseudomonas phage vB_PaS_GZMU_PS12, complete genome",PX974238.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX974238.1
"Pseudomonas phage vB_PaS_GZMU_PS12, complete genome",PX974238.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX974238.1
"Pseudomonas phage vB_PaS_GZMU_PS12, complete genome",PX974238.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX974238.1
"Pseudomonas phage Luminis, complete genome",PQ632788.4,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ632788.4
"Pseudomonas phage Luminis, complete genome",PQ632788.4,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ632788.4
"Pseudomonas phage Luminis, complete genome",PQ632788.4,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ632788.4
"Pseudomonas phage Luminis, complete genome",PQ632788.4,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ632788.4
"Pseudomonas phage vanta, complete genome",PQ628237.3,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ628237.3
"Pseudomonas phage vanta, complete genome",PQ628237.3,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ628237.3
"Pseudomonas phage vanta, complete genome",PQ628237.3,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ628237.3
"Pseudomonas phage vanta, complete genome",PQ628237.3,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ628237.3
"Pseudomonas phage PTLB_14-5818, complete genome",PV976849.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976849.1
"Pseudomonas phage PTLB_14-5818, complete genome",PV976849.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976849.1
"Pseudomonas phage PTLB_14-5818, complete genome",PV976849.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976849.1
"Pseudomonas phage PTLB_14-5818, complete genome",PV976849.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976849.1
"Pseudomonas phage OmaKarin, complete genome",PX260991.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX260991.1
"Pseudomonas phage OmaKarin, complete genome",PX260991.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX260991.1
"Pseudomonas phage OmaKarin, complete genome",PX260991.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX260991.1
"Pseudomonas phage OmaKarin, complete genome",PX260991.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX260991.1
"Pseudomonas phage PO4, complete genome",PX259653.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
"Pseudomonas phage PO4, complete genome",PX259653.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
"Pseudomonas phage PO4, complete genome",PX259653.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
"Pseudomonas phage PO4, complete genome",PX259653.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX259653.1
"Cellulosimicrobium phage Basalisk, complete genome",PX866605.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
"Cellulosimicrobium phage Basalisk, complete genome",PX866605.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
"Cellulosimicrobium phage Basalisk, complete genome",PX866605.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
"Cellulosimicrobium phage Basalisk, complete genome",PX866605.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866605.1
"Priestia phage Wyrm, complete genome",PX866603.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
"Priestia phage Wyrm, complete genome",PX866603.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
"Priestia phage Wyrm, complete genome",PX866603.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
"Priestia phage Wyrm, complete genome",PX866603.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866603.1
"Bacillus phage Nierus, complete genome",PX866601.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
"Bacillus phage Nierus, complete genome",PX866601.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
"Bacillus phage Nierus, complete genome",PX866601.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
"Bacillus phage Nierus, complete genome",PX866601.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866601.1
"Bacillus phage Asciepus, complete genome",PX866597.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
"Bacillus phage Asciepus, complete genome",PX866597.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
"Bacillus phage Asciepus, complete genome",PX866597.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
"Bacillus phage Asciepus, complete genome",PX866597.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866597.1
"Pseudomonas phage Kovar531, complete genome",PX843246.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
"Pseudomonas phage Kovar531, complete genome",PX843246.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
"Pseudomonas phage Kovar531, complete genome",PX843246.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
"Pseudomonas phage Kovar531, complete genome",PX843246.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843246.1
"Pseudomonas phage Lasov521, complete genome",PX843245.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
"Pseudomonas phage Lasov521, complete genome",PX843245.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
"Pseudomonas phage Lasov521, complete genome",PX843245.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
"Pseudomonas phage Lasov521, complete genome",PX843245.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843245.1
"Pseudomonas phage Radvan531, complete genome",PX843244.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
"Pseudomonas phage Radvan531, complete genome",PX843244.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
"Pseudomonas phage Radvan531, complete genome",PX843244.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
"Pseudomonas phage Radvan531, complete genome",PX843244.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843244.1
"Pseudomonas phage Onen526, complete genome",PX843243.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
"Pseudomonas phage Onen526, complete genome",PX843243.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
"Pseudomonas phage Onen526, complete genome",PX843243.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
"Pseudomonas phage Onen526, complete genome",PX843243.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843243.1
"Pseudomonas phage Onen484, complete genome",PX843242.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
"Pseudomonas phage Onen484, complete genome",PX843242.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
"Pseudomonas phage Onen484, complete genome",PX843242.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
"Pseudomonas phage Onen484, complete genome",PX843242.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843242.1
"Pseudomonas phage Klucen469, complete genome",PX843241.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
"Pseudomonas phage Klucen469, complete genome",PX843241.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
"Pseudomonas phage Klucen469, complete genome",PX843241.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
"Pseudomonas phage Klucen469, complete genome",PX843241.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX843241.1
"Pseudomonas phage PFXL2-1, complete genome",PX377017.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
"Pseudomonas phage PFXL2-1, complete genome",PX377017.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
"Pseudomonas phage PFXL2-1, complete genome",PX377017.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
"Pseudomonas phage PFXL2-1, complete genome",PX377017.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX377017.1
"Pseudomonas phage vB_PaeM_BonaDea, complete genome",PX585177.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
"Pseudomonas phage vB_PaeM_BonaDea, complete genome",PX585177.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
"Pseudomonas phage vB_PaeM_BonaDea, complete genome",PX585177.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
"Pseudomonas phage vB_PaeM_BonaDea, complete genome",PX585177.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX585177.1
"Pseudomonas phage 41S1, complete genome",PX380000.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
"Pseudomonas phage 41S1, complete genome",PX380000.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
"Pseudomonas phage 41S1, complete genome",PX380000.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
"Pseudomonas phage 41S1, complete genome",PX380000.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX380000.1
"UNVERIFIED: Pseudomonas phage vB_pae_dh1, complete genome",PX670425.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
"UNVERIFIED: Pseudomonas phage vB_pae_dh1, complete genome",PX670425.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
"UNVERIFIED: Pseudomonas phage vB_pae_dh1, complete genome",PX670425.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
"UNVERIFIED: Pseudomonas phage vB_pae_dh1, complete genome",PX670425.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX670425.1
"Pseudomonas phage VNP12.1, complete genome",PX866998.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
"Pseudomonas phage VNP12.1, complete genome",PX866998.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
"Pseudomonas phage VNP12.1, complete genome",PX866998.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
"Pseudomonas phage VNP12.1, complete genome",PX866998.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX866998.1
"UNVERIFIED: Pseudomonas phage PA-711, complete genome",PX884080.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
"UNVERIFIED: Pseudomonas phage PA-711, complete genome",PX884080.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
"UNVERIFIED: Pseudomonas phage PA-711, complete genome",PX884080.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
"UNVERIFIED: Pseudomonas phage PA-711, complete genome",PX884080.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884080.1
"UNVERIFIED: Pseudomonas phage PA-575, complete genome",PX884079.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
"UNVERIFIED: Pseudomonas phage PA-575, complete genome",PX884079.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
"UNVERIFIED: Pseudomonas phage PA-575, complete genome",PX884079.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
"UNVERIFIED: Pseudomonas phage PA-575, complete genome",PX884079.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884079.1
"UNVERIFIED: Pseudomonas phage PA-319, complete genome",PX884078.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
"UNVERIFIED: Pseudomonas phage PA-319, complete genome",PX884078.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
"UNVERIFIED: Pseudomonas phage PA-319, complete genome",PX884078.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
"UNVERIFIED: Pseudomonas phage PA-319, complete genome",PX884078.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX884078.1
"Pseudomonas phage E5M1, complete genome",PX852194.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
"Pseudomonas phage E5M1, complete genome",PX852194.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
"Pseudomonas phage E5M1, complete genome",PX852194.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
"Pseudomonas phage E5M1, complete genome",PX852194.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852194.1
"Pseudomonas phage vB_PaeP_P39, complete genome",PX852245.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852245.1
"Pseudomonas phage vB_PaeP_P39, complete genome",PX852245.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852245.1
"Pseudomonas phage vB_PaeP_P39, complete genome",PX852245.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852245.1
"Pseudomonas phage vB_PaeP_P39, complete genome",PX852245.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX852245.1
"Pseudomonas phage Shea, complete genome",PX395730.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
"Pseudomonas phage Shea, complete genome",PX395730.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
"Pseudomonas phage Shea, complete genome",PX395730.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
"Pseudomonas phage Shea, complete genome",PX395730.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX395730.1
"Pseudoxanthomonas phage PT816, complete genome",PX789329.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
"Pseudoxanthomonas phage PT816, complete genome",PX789329.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
